C:\Users\jerem\OneDrive\Desktop\training data\IMG\center_2023_11_27_13_43_54_205.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\left_2023_11_27_13_43_54_205.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\right_2023_11_27_13_43_54_205.jpg,0,1,0,30.19023
C:\Users\jerem\OneDrive\Desktop\training data\IMG\center_2023_11_27_13_43_54_272.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\left_2023_11_27_13_43_54_272.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\right_2023_11_27_13_43_54_272.jpg,0,1,0,30.19031
C:\Users\jerem\OneDrive\Desktop\training data\IMG\center_2023_11_27_13_43_54_341.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\left_2023_11_27_13_43_54_341.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\right_2023_11_27_13_43_54_341.jpg,0,1,0,30.19012
C:\Users\jerem\OneDrive\Desktop\training data\IMG\center_2023_11_27_13_43_54_423.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\left_2023_11_27_13_43_54_423.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\right_2023_11_27_13_43_54_423.jpg,0,1,0,30.19019
C:\Users\jerem\OneDrive\Desktop\training data\IMG\center_2023_11_27_13_43_54_494.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\left_2023_11_27_13_43_54_494.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\right_2023_11_27_13_43_54_494.jpg,0,1,0,30.19037
C:\Users\jerem\OneDrive\Desktop\training data\IMG\center_2023_11_27_13_43_54_575.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\left_2023_11_27_13_43_54_575.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\right_2023_11_27_13_43_54_575.jpg,0,1,0,30.19029
C:\Users\jerem\OneDrive\Desktop\training data\IMG\center_2023_11_27_13_43_54_667.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\left_2023_11_27_13_43_54_667.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\right_2023_11_27_13_43_54_667.jpg,0,1,0,30.19028
C:\Users\jerem\OneDrive\Desktop\training data\IMG\center_2023_11_27_13_43_54_750.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\left_2023_11_27_13_43_54_750.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\right_2023_11_27_13_43_54_750.jpg,0,1,0,30.19045
C:\Users\jerem\OneDrive\Desktop\training data\IMG\center_2023_11_27_13_43_54_839.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\left_2023_11_27_13_43_54_839.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\right_2023_11_27_13_43_54_839.jpg,0,1,0,30.1903
C:\Users\jerem\OneDrive\Desktop\training data\IMG\center_2023_11_27_13_43_54_911.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\left_2023_11_27_13_43_54_911.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\right_2023_11_27_13_43_54_911.jpg,0,1,0,30.18981
C:\Users\jerem\OneDrive\Desktop\training data\IMG\center_2023_11_27_13_43_54_993.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\left_2023_11_27_13_43_54_993.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\right_2023_11_27_13_43_54_993.jpg,0,1,0,30.19018
C:\Users\jerem\OneDrive\Desktop\training data\IMG\center_2023_11_27_13_43_55_090.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\left_2023_11_27_13_43_55_090.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\right_2023_11_27_13_43_55_090.jpg,0,1,0,30.1903
C:\Users\jerem\OneDrive\Desktop\training data\IMG\center_2023_11_27_13_43_55_179.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\left_2023_11_27_13_43_55_179.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\right_2023_11_27_13_43_55_179.jpg,0,1,0,30.19042
C:\Users\jerem\OneDrive\Desktop\training data\IMG\center_2023_11_27_13_43_55_246.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\left_2023_11_27_13_43_55_246.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\right_2023_11_27_13_43_55_246.jpg,0,1,0,30.19031
C:\Users\jerem\OneDrive\Desktop\training data\IMG\center_2023_11_27_13_43_55_333.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\left_2023_11_27_13_43_55_333.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\right_2023_11_27_13_43_55_333.jpg,0,1,0,30.19032
C:\Users\jerem\OneDrive\Desktop\training data\IMG\center_2023_11_27_13_43_55_429.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\left_2023_11_27_13_43_55_429.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\right_2023_11_27_13_43_55_429.jpg,0,1,0,30.19032
C:\Users\jerem\OneDrive\Desktop\training data\IMG\center_2023_11_27_13_43_55_513.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\left_2023_11_27_13_43_55_513.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\right_2023_11_27_13_43_55_513.jpg,0,1,0,30.19031
C:\Users\jerem\OneDrive\Desktop\training data\IMG\center_2023_11_27_13_43_55_594.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\left_2023_11_27_13_43_55_594.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\right_2023_11_27_13_43_55_594.jpg,0,1,0,30.19029
C:\Users\jerem\OneDrive\Desktop\training data\IMG\center_2023_11_27_13_43_55_666.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\left_2023_11_27_13_43_55_666.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\right_2023_11_27_13_43_55_666.jpg,0,1,0,30.1903
C:\Users\jerem\OneDrive\Desktop\training data\IMG\center_2023_11_27_13_43_55_755.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\left_2023_11_27_13_43_55_755.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\right_2023_11_27_13_43_55_755.jpg,0,1,0,30.1903
C:\Users\jerem\OneDrive\Desktop\training data\IMG\center_2023_11_27_13_43_55_841.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\left_2023_11_27_13_43_55_841.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\right_2023_11_27_13_43_55_841.jpg,-0.2,1,0,30.17986
C:\Users\jerem\OneDrive\Desktop\training data\IMG\center_2023_11_27_13_43_55_911.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\left_2023_11_27_13_43_55_911.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\right_2023_11_27_13_43_55_911.jpg,0,1,0,30.19071
C:\Users\jerem\OneDrive\Desktop\training data\IMG\center_2023_11_27_13_43_55_989.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\left_2023_11_27_13_43_55_989.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\right_2023_11_27_13_43_55_989.jpg,0,1,0,30.19001
C:\Users\jerem\OneDrive\Desktop\training data\IMG\center_2023_11_27_13_43_56_060.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\left_2023_11_27_13_43_56_060.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\right_2023_11_27_13_43_56_060.jpg,0,1,0,30.1902
C:\Users\jerem\OneDrive\Desktop\training data\IMG\center_2023_11_27_13_43_56_142.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\left_2023_11_27_13_43_56_142.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\right_2023_11_27_13_43_56_142.jpg,0,1,0,30.19026
C:\Users\jerem\OneDrive\Desktop\training data\IMG\center_2023_11_27_13_43_56_215.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\left_2023_11_27_13_43_56_215.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\right_2023_11_27_13_43_56_215.jpg,0,1,0,30.19029
C:\Users\jerem\OneDrive\Desktop\training data\IMG\center_2023_11_27_13_43_56_305.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\left_2023_11_27_13_43_56_305.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\right_2023_11_27_13_43_56_305.jpg,0,1,0,30.19031
C:\Users\jerem\OneDrive\Desktop\training data\IMG\center_2023_11_27_13_43_56_397.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\left_2023_11_27_13_43_56_397.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\right_2023_11_27_13_43_56_397.jpg,-0.2,1,0,30.18003
C:\Users\jerem\OneDrive\Desktop\training data\IMG\center_2023_11_27_13_43_56_471.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\left_2023_11_27_13_43_56_471.jpg,C:\Users\jerem\OneDrive\Desktop\training data\IMG\right_2023_11_27_13_43_56_471.jpg,0,1,0,30.18938
